Latitude,Longitude,Timestamp,Weather,Age,Type_of_Vehicle,Accident_Held
11.2,76.86,2005-06-26 12:26:18,Windy,33,Bike,No
11.02,77.11,1990-12-13 15:46:00,Stormy,66,Truck,Yes
11.15,77.09,2010-12-05 06:49:22,Foggy,19,Bike,No
10.81,76.85,2013-02-26 07:30:43,Stormy,26,Bike,Yes
11.17,77.13,1995-09-12 22:51:24,Rainy,52,Truck,No
11.15,77.0,1998-01-28 15:09:36,Rainy,19,Truck,Yes
11.19,76.93,2008-07-18 22:51:19,Rainy,49,Auto-rickshaw,No
11.11,77.19,2011-03-14 16:59:30,Windy,29,Car,Yes
11.09,77.01,2000-02-26 23:02:53,Stormy,38,Car,No
11.08,76.8,1998-06-29 01:20:25,Stormy,31,Bike,No
10.96,76.84,2012-02-07 14:05:00,Clear,49,Bike,Yes
10.8,76.89,2020-11-21 20:34:47,Clear,40,Car,Yes
11.17,77.1,1999-06-14 16:06:05,Clear,61,Bus,Yes
11.17,77.02,1994-08-23 16:42:05,Rainy,59,Bus,No
10.94,76.88,2019-02-02 10:50:11,Foggy,57,Truck,No
11.08,76.84,1992-08-04 12:28:46,Rainy,58,Auto-rickshaw,Yes
11.04,77.14,2018-10-11 11:30:00,Stormy,47,Truck,Yes
10.82,77.13,2002-03-07 21:18:50,Foggy,77,Auto-rickshaw,Yes
11.07,76.98,2013-11-22 00:05:34,Windy,45,Auto-rickshaw,Yes
10.86,76.89,2015-04-20 13:02:58,Foggy,65,Auto-rickshaw,No
10.84,77.08,2013-11-20 03:03:37,Clear,70,Bike,No
11.03,76.89,2002-08-24 10:35:40,Clear,40,Bus,Yes
10.98,76.97,2003-01-17 09:32:37,Rainy,43,Car,Yes
11.02,77.12,2006-03-15 05:58:37,Foggy,74,Truck,No
11.19,77.14,1992-10-02 08:23:46,Windy,40,Bike,Yes
10.92,76.85,1996-05-23 02:07:37,Stormy,20,Truck,Yes
10.88,76.88,1994-05-26 07:54:17,Rainy,58,Bus,No
11.18,76.93,2001-05-08 09:39:04,Clear,51,Auto-rickshaw,No
11.14,77.11,1997-04-02 16:47:31,Windy,23,Car,Yes
10.84,77.19,2014-01-07 23:46:26,Stormy,21,Bike,Yes
11.05,76.96,2013-07-19 17:17:30,Rainy,61,Auto-rickshaw,No
11.07,77.04,2006-02-01 02:45:08,Foggy,19,Auto-rickshaw,No
11.07,76.96,2022-11-12 07:11:30,Windy,28,Auto-rickshaw,No
10.81,77.17,2020-09-16 07:59:22,Windy,46,Truck,No
10.85,77.05,1992-11-25 13:01:05,Stormy,22,Bus,No
10.98,77.09,2021-02-06 17:45:05,Windy,57,Car,Yes
11.15,76.94,2004-11-22 18:51:36,Clear,53,Bus,No
10.86,76.82,2011-11-23 10:25:30,Windy,18,Bus,Yes
11.02,77.11,2007-08-26 01:54:16,Rainy,77,Auto-rickshaw,No
10.93,76.84,1998-03-05 17:05:22,Rainy,19,Car,No
10.89,76.89,2006-04-13 20:26:32,Clear,71,Bike,No
10.91,77.19,2012-01-01 14:05:21,Foggy,75,Auto-rickshaw,Yes
10.83,77.04,1993-10-17 06:26:03,Windy,35,Truck,No
10.98,76.95,2015-08-12 15:15:47,Foggy,34,Auto-rickshaw,No
10.86,77.2,2004-12-26 09:58:06,Rainy,69,Auto-rickshaw,No
11.04,77.17,2008-05-23 08:17:09,Stormy,39,Truck,Yes
11.18,76.83,2018-03-09 08:39:46,Clear,56,Bus,Yes
11.01,77.02,2020-07-31 08:35:47,Stormy,54,Auto-rickshaw,No
10.92,76.96,2006-05-24 05:25:34,Clear,49,Bike,No
10.98,77.12,2004-08-02 13:16:47,Windy,42,Car,Yes
10.87,77.1,2019-05-16 10:14:00,Stormy,42,Car,Yes
10.93,77.11,1996-05-21 21:22:26,Clear,77,Bus,Yes
11.18,76.82,2006-02-01 02:45:08,Stormy,70,Car,No
10.94,76.88,2015-04-20 13:02:58,Rainy,59,Bike,No
10.87,76.94,1992-02-16 06:27:46,Clear,48,Truck,Yes
11.07,76.87,2023-05-19 10:14:01,Stormy,37,Auto-rickshaw,Yes
11.05,77.11,2005-10-17 14:39:04,Clear,61,Bike,Yes
10.94,76.9,1997-10-05 00:56:02,Windy,71,Bike,Yes
10.97,77.18,1998-08-02 23:55:51,Clear,22,Bus,No
10.96,77.2,1995-07-11 10:05:27,Windy,38,Bike,No
10.87,76.99,2005-03-30 11:28:56,Rainy,72,Auto-rickshaw,No
10.95,76.82,2003-08-23 19:49:18,Clear,38,Truck,Yes
11.06,76.94,2012-02-10 08:10:38,Stormy,75,Car,No
11.07,76.99,2024-11-13 09:34:00,Stormy,28,Car,No
10.97,76.81,1997-07-22 22:26:19,Foggy,76,Truck,Yes
11.14,77.1,2006-02-01 02:45:08,Foggy,39,Car,Yes
10.86,76.9,2021-02-12 03:14:05,Windy,45,Bike,Yes
11.03,77.19,1994-07-08 19:30:36,Stormy,49,Bike,No
11.03,77.02,2011-03-13 13:03:30,Rainy,49,Auto-rickshaw,No
11.08,77.04,2023-08-21 22:28:47,Rainy,77,Auto-rickshaw,No
10.91,76.92,1991-11-11 08:09:53,Stormy,62,Bus,Yes
10.99,76.81,1992-10-18 13:59:03,Windy,70,Auto-rickshaw,No
11.16,77.12,2008-09-29 08:33:04,Rainy,41,Bike,No
11.07,76.86,2005-03-04 02:08:43,Foggy,77,Bike,Yes
10.95,76.97,2001-06-20 00:53:20,Stormy,78,Auto-rickshaw,No
10.94,76.92,1992-06-30 11:21:24,Rainy,52,Truck,No
11.15,76.85,2019-02-02 10:50:11,Foggy,65,Truck,No
10.96,76.83,2018-09-15 22:12:22,Foggy,71,Car,Yes
11.03,76.85,2001-03-10 02:48:52,Stormy,21,Bike,Yes
10.94,77.02,1999-06-14 16:06:05,Clear,54,Bike,No
11.15,76.81,2009-10-03 13:39:08,Windy,33,Auto-rickshaw,Yes
11.05,76.85,2013-11-22 00:05:34,Windy,62,Auto-rickshaw,No
10.9,76.95,2018-03-20 12:25:39,Rainy,77,Bike,Yes
11.03,77.11,2024-01-14 21:57:06,Rainy,60,Truck,No
10.86,77.02,2000-09-12 05:13:44,Rainy,52,Auto-rickshaw,Yes
10.89,77.03,2005-06-26 12:26:18,Foggy,63,Bike,No
10.97,77.19,2006-09-02 05:45:01,Clear,79,Auto-rickshaw,Yes
10.88,76.94,2002-01-26 09:42:16,Clear,23,Truck,No
10.97,77.14,1993-09-04 18:13:16,Windy,67,Bus,Yes
10.95,76.97,2005-03-30 11:28:56,Clear,18,Truck,No
10.99,76.84,2017-05-16 00:20:30,Foggy,38,Truck,No
11.19,76.84,2019-02-28 13:20:26,Windy,54,Bike,Yes
11.05,76.85,2003-07-10 18:43:15,Windy,29,Car,No
11.04,77.07,2008-09-02 22:47:13,Rainy,68,Car,Yes
11.16,76.98,2006-05-24 05:25:34,Stormy,66,Car,No
11.12,76.91,2017-03-31 06:25:39,Clear,72,Bike,Yes
11.11,76.87,1994-04-26 12:06:37,Windy,45,Car,Yes
11.16,76.87,2016-08-14 21:47:38,Clear,34,Auto-rickshaw,Yes
11.03,76.96,2024-02-24 19:29:18,Stormy,51,Bus,Yes
10.88,76.9,2015-09-09 16:59:42,Clear,75,Auto-rickshaw,Yes
11.18,77.11,1998-03-04 18:29:59,Foggy,24,Car,Yes
11.01,76.85,2021-01-25 23:23:00,Foggy,56,Bike,No
11.11,77.01,2004-10-02 18:24:48,Windy,77,Truck,No
10.89,77.02,2011-04-13 01:19:12,Foggy,18,Truck,Yes
11.1,76.95,1992-07-15 17:40:01,Windy,63,Bus,No
10.99,76.98,2013-09-11 22:14:40,Clear,29,Truck,Yes
11.09,77.01,2021-06-22 06:21:15,Windy,32,Car,Yes
10.98,77.18,2019-02-02 10:50:11,Rainy,19,Car,No
11.01,77.16,2005-10-03 11:43:47,Stormy,29,Bus,No
10.82,76.89,2023-11-07 16:45:37,Windy,66,Truck,Yes
11.13,77.19,2018-11-11 10:18:10,Stormy,68,Bike,No
10.85,76.82,2001-03-10 02:48:52,Windy,34,Auto-rickshaw,Yes
11.14,76.94,2011-02-10 15:31:17,Windy,32,Bike,No
11.08,77.11,2005-09-11 02:43:15,Windy,62,Truck,No
11.01,77.19,2015-07-28 09:49:16,Foggy,45,Car,No
10.99,77.03,1994-07-16 16:26:31,Foggy,41,Bike,No
11.1,77.04,2021-03-27 05:30:51,Windy,54,Truck,Yes
11.14,77.05,2008-05-23 08:17:09,Stormy,27,Truck,No
10.9,76.81,2008-09-29 08:33:04,Clear,41,Truck,Yes
11.1,76.91,2020-04-05 13:25:35,Rainy,64,Car,No
11.03,76.89,2009-11-04 19:41:05,Foggy,68,Auto-rickshaw,Yes
10.93,76.98,2022-10-26 02:42:55,Clear,50,Auto-rickshaw,No
10.86,77.02,2011-03-14 02:18:12,Stormy,26,Bike,Yes
11.09,76.84,2005-05-12 03:24:49,Clear,39,Auto-rickshaw,Yes
11.04,76.98,2003-04-28 01:43:09,Rainy,23,Bus,Yes
10.87,76.93,1998-09-23 03:42:45,Stormy,31,Truck,Yes
10.85,77.01,2005-07-09 04:23:28,Clear,51,Bike,No
11.0,76.98,2011-02-10 15:31:17,Stormy,55,Bus,No
11.01,76.89,2020-04-05 13:25:35,Clear,65,Truck,No
10.87,76.93,1998-08-05 21:29:06,Stormy,40,Bike,No
11.02,77.06,2009-07-24 17:52:13,Foggy,46,Car,Yes
11.01,77.16,2012-01-01 14:05:21,Foggy,25,Auto-rickshaw,Yes
10.86,76.95,1997-01-16 05:28:19,Clear,18,Car,Yes
11.18,76.93,2009-03-10 04:25:23,Rainy,19,Car,No
11.13,77.09,1992-10-17 18:51:28,Windy,21,Truck,No
10.89,77.11,2018-03-06 15:38:57,Windy,70,Bus,Yes
10.82,76.86,2001-07-20 01:20:55,Stormy,67,Car,No
11.09,76.89,2022-01-16 00:54:04,Clear,46,Car,No
11.09,77.19,2021-07-29 21:23:29,Windy,61,Bus,Yes
11.06,76.93,1992-06-30 11:21:24,Stormy,28,Bus,No
11.02,76.98,2018-03-09 08:39:46,Clear,70,Truck,Yes
11.06,77.13,1990-06-11 22:57:54,Rainy,23,Auto-rickshaw,Yes
10.96,76.81,1999-08-06 03:22:21,Windy,70,Truck,Yes
10.99,77.15,2012-04-11 21:44:11,Foggy,68,Car,No
11.02,76.94,2021-02-17 00:42:12,Foggy,45,Bus,No
10.92,76.95,1999-12-24 04:13:28,Foggy,48,Bike,Yes
10.91,76.9,1997-10-05 00:56:02,Clear,63,Bus,No
10.94,76.84,2018-07-07 11:43:15,Foggy,19,Auto-rickshaw,Yes
11.17,76.97,1997-07-02 16:18:09,Foggy,26,Car,Yes
11.01,77.12,1995-07-11 10:05:27,Stormy,48,Bus,Yes
11.09,77.19,1999-08-04 20:20:05,Stormy,24,Bike,No
10.82,76.83,2002-10-20 21:24:43,Windy,78,Bus,No
11.05,76.98,2016-05-31 22:59:04,Windy,31,Bus,No
10.98,76.93,2010-11-12 04:24:48,Stormy,73,Auto-rickshaw,Yes
11.0,77.07,1997-08-30 23:16:06,Foggy,19,Auto-rickshaw,No
11.07,76.91,2002-11-28 23:05:36,Stormy,19,Auto-rickshaw,No
11.02,76.89,1992-11-25 13:01:05,Stormy,75,Bus,Yes
10.83,76.84,2010-04-11 01:37:06,Windy,78,Bike,No
10.86,77.03,1992-03-09 14:29:52,Foggy,44,Auto-rickshaw,No
11.12,77.13,1994-03-04 09:14:53,Stormy,40,Auto-rickshaw,Yes
10.81,76.82,2016-08-14 21:47:38,Clear,26,Bike,Yes
10.99,77.13,1990-08-22 18:51:20,Clear,49,Bike,Yes
10.99,76.89,1992-03-25 07:20:13,Clear,61,Auto-rickshaw,Yes
10.84,77.07,2015-07-03 11:17:03,Windy,22,Truck,Yes
10.91,77.07,2014-06-14 22:08:45,Stormy,74,Bike,Yes
11.16,77.13,1991-11-11 08:09:53,Windy,52,Auto-rickshaw,Yes
11.19,77.14,2002-03-18 21:55:12,Clear,57,Bus,Yes
11.17,76.97,2017-05-16 00:20:30,Stormy,69,Truck,Yes
10.99,76.87,1993-09-04 18:13:16,Stormy,76,Bus,No
11.06,76.89,2013-08-26 03:15:31,Foggy,45,Bus,No
10.87,77.05,2002-06-15 20:17:24,Windy,47,Auto-rickshaw,No
11.1,76.84,2012-01-01 14:05:21,Stormy,76,Truck,No
10.9,76.8,1992-08-04 12:28:46,Windy,28,Truck,No
10.81,76.92,2007-02-04 18:50:17,Stormy,66,Car,No
11.12,77.18,1994-03-04 09:14:53,Foggy,26,Bike,Yes
10.83,76.83,2007-11-28 21:15:57,Foggy,33,Car,No
11.18,77.17,2021-01-25 23:23:00,Windy,45,Bike,No
10.95,76.97,2022-03-06 18:41:59,Stormy,32,Truck,Yes
10.96,77.04,2001-06-20 00:53:20,Stormy,42,Car,No
11.15,77.13,2022-01-25 04:12:27,Clear,66,Truck,No
11.09,76.83,2003-07-10 18:43:15,Clear,27,Bike,No
10.85,77.09,2024-11-15 02:12:52,Foggy,36,Car,No
10.87,77.0,1998-03-04 18:29:59,Rainy,77,Bus,Yes
10.84,76.8,2004-10-02 18:24:48,Windy,74,Auto-rickshaw,Yes
11.1,77.11,2012-04-11 21:44:11,Clear,77,Auto-rickshaw,Yes
11.12,77.07,1992-07-15 17:40:01,Foggy,37,Truck,Yes
10.97,77.12,1996-10-10 21:17:20,Foggy,70,Bike,No
11.11,76.93,2004-08-22 08:00:44,Clear,32,Truck,No
10.94,76.99,2013-11-17 05:05:04,Clear,69,Bus,No
11.08,76.95,2019-05-16 10:14:00,Clear,46,Auto-rickshaw,No
10.99,76.88,2005-05-03 03:12:15,Clear,26,Auto-rickshaw,Yes
11.15,77.04,1997-07-22 22:26:19,Foggy,49,Auto-rickshaw,No
10.94,76.92,2024-07-15 21:40:43,Windy,72,Bike,Yes
11.11,76.9,2010-09-27 13:04:00,Clear,77,Auto-rickshaw,Yes
10.97,77.0,1999-07-14 14:50:02,Rainy,67,Truck,No
11.17,77.18,2018-05-06 20:14:14,Windy,45,Bus,No
11.02,77.04,1999-07-14 14:50:02,Clear,78,Bike,Yes
11.09,77.09,2000-01-19 22:25:00,Foggy,36,Bike,No
10.85,77.04,2012-04-11 13:15:11,Stormy,63,Auto-rickshaw,Yes
10.85,76.82,1994-04-26 12:06:37,Rainy,25,Bus,Yes
10.97,77.09,2021-12-29 23:56:51,Foggy,27,Bike,Yes
11.16,76.88,1994-07-31 22:17:15,Clear,32,Car,No
10.84,76.84,1998-08-05 21:29:06,Rainy,28,Auto-rickshaw,Yes
11.1,77.03,2001-06-20 00:53:20,Rainy,38,Auto-rickshaw,Yes
11.16,76.92,2018-09-15 22:12:22,Windy,74,Car,No
11.11,76.87,2018-03-20 12:25:39,Rainy,75,Truck,Yes
10.87,77.06,1990-08-01 16:55:10,Stormy,52,Auto-rickshaw,Yes
11.05,77.12,2024-08-05 05:28:13,Foggy,70,Bus,Yes
11.05,77.13,2014-12-29 20:37:35,Foggy,40,Bike,No
10.81,76.94,2003-04-07 19:46:56,Rainy,53,Car,Yes
11.13,77.01,2007-01-21 11:05:37,Clear,19,Truck,Yes
11.18,77.13,1990-03-27 07:00:32,Clear,69,Bus,No
10.92,77.2,2010-11-12 04:24:48,Stormy,60,Truck,No
11.09,77.09,2006-08-06 07:00:54,Rainy,27,Auto-rickshaw,No
11.19,76.89,1990-06-26 19:56:24,Stormy,33,Auto-rickshaw,No
11.11,77.05,2021-02-08 04:41:22,Clear,46,Bike,No
10.99,76.86,2004-08-02 13:16:47,Clear,68,Bus,No
11.1,76.93,1992-04-24 00:52:17,Foggy,24,Car,Yes
10.93,77.12,2000-08-06 05:51:57,Rainy,77,Auto-rickshaw,Yes
10.87,77.11,1991-01-20 23:25:19,Foggy,75,Truck,Yes
11.02,76.88,2020-07-31 08:35:47,Windy,64,Bus,Yes
11.13,76.83,1990-03-27 07:00:32,Windy,25,Auto-rickshaw,Yes
10.99,76.9,2008-11-25 13:52:51,Clear,41,Bike,Yes
10.83,77.01,2013-02-26 07:30:43,Rainy,24,Auto-rickshaw,Yes
11.06,77.13,1994-05-25 06:15:10,Foggy,36,Bus,Yes
10.82,77.07,1994-02-01 03:47:08,Foggy,60,Auto-rickshaw,Yes
11.07,77.08,2021-06-22 06:21:15,Foggy,36,Auto-rickshaw,No
11.0,77.09,2010-10-30 03:46:50,Foggy,79,Auto-rickshaw,No
11.07,77.17,2018-07-07 11:43:15,Windy,64,Truck,Yes
11.07,76.94,1999-02-12 22:54:44,Windy,45,Truck,No
10.81,77.13,2009-03-10 04:25:23,Stormy,69,Truck,Yes
11.03,76.9,2000-12-10 01:00:09,Stormy,26,Bus,Yes
10.96,77.14,1993-09-04 18:13:16,Windy,22,Bike,Yes
10.83,77.07,1995-10-03 05:20:03,Stormy,51,Bus,Yes
10.88,76.82,2018-09-15 22:12:22,Clear,45,Auto-rickshaw,No
11.14,76.85,1999-10-12 15:56:47,Rainy,63,Truck,No
11.2,77.13,2013-11-22 00:05:34,Stormy,73,Bike,No
10.94,77.09,1995-01-13 22:31:37,Windy,44,Bike,No
10.88,76.86,2020-02-11 20:32:56,Rainy,59,Bus,No
11.0,76.98,2006-03-30 00:35:59,Foggy,21,Car,Yes
10.93,77.11,2016-09-27 00:43:14,Foggy,57,Truck,No
10.84,77.12,2014-11-13 02:25:22,Rainy,30,Auto-rickshaw,No
11.16,77.07,2021-01-25 23:23:00,Foggy,27,Car,Yes
11.08,76.81,1992-01-14 16:15:23,Windy,58,Bus,No
10.85,77.07,1997-03-02 02:36:35,Clear,38,Bus,No
10.82,77.01,2000-07-18 11:42:51,Foggy,44,Truck,Yes
10.97,76.92,2019-05-16 10:14:00,Foggy,22,Car,No
11.2,76.86,1992-01-03 18:53:27,Windy,53,Bike,No
11.02,77.17,2006-03-24 00:52:05,Windy,65,Truck,Yes
11.09,77.15,2011-04-13 01:19:12,Foggy,22,Auto-rickshaw,No
11.14,77.09,2000-06-28 13:28:00,Stormy,40,Auto-rickshaw,No
10.84,76.95,2007-10-05 23:52:45,Windy,43,Auto-rickshaw,No
10.98,76.92,2017-04-25 08:15:29,Clear,24,Car,No
10.85,76.88,2017-05-16 00:20:30,Stormy,33,Auto-rickshaw,Yes
11.12,77.0,2001-10-04 10:03:45,Foggy,26,Bus,No
11.01,76.87,2021-02-06 17:45:05,Foggy,40,Bike,Yes
11.09,76.84,2024-02-05 12:14:04,Windy,39,Bike,Yes
10.93,77.12,2009-01-06 07:14:11,Windy,44,Bike,No
10.81,77.13,1995-08-22 08:48:34,Stormy,35,Car,No
10.97,77.04,1998-06-05 01:59:35,Windy,59,Truck,Yes
11.03,76.91,2004-05-14 14:33:44,Stormy,36,Car,Yes
11.03,77.19,2008-12-22 07:37:19,Foggy,26,Bike,No
11.08,76.83,2019-10-31 18:06:45,Foggy,76,Car,Yes
11.04,76.8,2011-02-10 15:31:17,Clear,69,Auto-rickshaw,No
11.12,77.04,2011-09-13 23:22:37,Stormy,79,Bus,No
11.12,76.82,2019-05-15 16:45:24,Clear,75,Bus,Yes
11.07,77.15,2022-01-16 00:54:04,Rainy,59,Auto-rickshaw,No
10.85,77.14,2003-04-07 19:46:56,Windy,73,Auto-rickshaw,No
10.89,76.98,2001-03-10 02:48:52,Clear,29,Car,Yes
11.06,77.07,1996-05-21 21:22:26,Windy,49,Auto-rickshaw,No
11.1,77.04,2018-03-20 12:25:39,Rainy,44,Auto-rickshaw,Yes
11.02,76.87,2017-09-27 04:51:47,Rainy,64,Bike,Yes
11.1,77.01,2000-12-31 14:06:55,Windy,30,Bike,No
10.83,77.09,1991-02-15 23:48:02,Foggy,57,Auto-rickshaw,No
10.92,76.95,1997-02-20 10:08:49,Stormy,30,Truck,No
10.86,76.95,2008-09-02 22:47:13,Clear,41,Truck,No
11.06,76.81,1999-08-06 03:22:21,Foggy,32,Bike,No
10.9,77.15,2007-02-04 18:50:17,Clear,51,Bike,No
11.11,77.16,2001-07-20 01:20:55,Rainy,33,Bike,No
10.91,76.99,2021-06-07 12:09:39,Foggy,32,Bike,Yes
11.05,76.94,1990-06-17 11:24:34,Clear,73,Auto-rickshaw,Yes
10.88,76.94,1998-09-07 09:23:48,Stormy,63,Auto-rickshaw,Yes
11.15,77.14,2013-12-17 07:26:32,Windy,28,Car,Yes
10.98,76.91,2023-11-07 16:45:37,Windy,52,Truck,No
11.18,77.02,1992-01-29 10:06:20,Rainy,77,Bike,Yes
10.91,77.13,2007-01-19 17:11:55,Stormy,68,Truck,No
10.93,76.87,1994-07-08 19:30:36,Foggy,77,Bike,No
10.92,77.09,1994-02-01 03:47:08,Clear,45,Bike,No
11.01,76.84,2009-09-21 00:04:51,Windy,71,Truck,No
11.2,77.0,2010-09-28 04:55:30,Foggy,53,Car,No
10.87,77.19,2017-03-10 15:04:22,Foggy,18,Bus,Yes
11.12,77.02,1998-02-19 22:35:38,Rainy,51,Car,Yes
10.95,77.02,2006-06-23 03:46:51,Clear,31,Truck,No
11.03,77.05,1994-05-26 07:54:17,Windy,62,Auto-rickshaw,No
11.01,76.97,1990-08-04 02:35:34,Windy,75,Truck,No
11.01,76.93,2011-11-23 10:25:30,Rainy,75,Car,No
11.1,77.07,2013-11-20 03:03:37,Windy,65,Truck,Yes
10.8,76.98,2012-04-17 02:40:14,Rainy,44,Bike,No
11.09,77.01,2014-07-03 00:52:59,Foggy,61,Bus,No
11.05,76.8,1999-06-06 22:35:18,Stormy,44,Auto-rickshaw,No
11.18,77.18,2001-03-10 02:48:52,Foggy,56,Bike,No
11.08,77.09,1992-04-03 01:58:45,Foggy,47,Bus,No
11.18,76.97,2024-01-14 21:57:06,Windy,22,Bike,Yes
10.95,77.09,2003-04-28 01:43:09,Windy,18,Bike,Yes
11.19,77.16,1992-05-08 06:40:33,Rainy,42,Car,No
10.91,76.87,1995-07-11 10:05:27,Clear,43,Bus,Yes
10.94,76.81,2001-03-27 14:13:52,Rainy,47,Truck,Yes
11.12,76.92,2004-10-02 18:24:48,Windy,32,Car,Yes
11.19,77.08,2012-04-11 21:44:11,Windy,67,Auto-rickshaw,Yes
10.83,77.12,2011-09-08 01:32:43,Rainy,56,Truck,No
10.99,77.02,1996-01-22 13:17:36,Rainy,19,Car,No
11.18,77.11,2013-05-31 19:01:09,Rainy,56,Truck,Yes
11.18,76.97,2017-12-22 13:35:23,Stormy,52,Bus,Yes
11.02,76.91,1991-05-10 07:59:19,Clear,69,Car,Yes
11.13,77.05,2010-04-11 01:37:06,Rainy,44,Truck,Yes
11.01,77.04,2024-01-14 21:57:06,Windy,39,Bus,No
10.99,76.97,2021-05-22 10:17:54,Windy,24,Car,Yes
11.18,77.18,2015-08-12 15:15:47,Rainy,64,Car,Yes
10.84,77.06,1999-07-14 14:50:02,Foggy,51,Truck,Yes
10.83,76.91,2024-08-05 05:28:13,Clear,38,Bus,Yes
11.01,76.81,2021-06-22 06:21:15,Clear,73,Bus,Yes
10.93,77.18,2007-01-19 17:11:55,Clear,79,Auto-rickshaw,No
10.83,76.8,2024-02-24 19:29:18,Foggy,64,Bike,No
11.02,77.14,2014-05-15 00:10:35,Foggy,18,Bus,Yes
10.81,76.96,1995-07-11 10:05:27,Windy,42,Bus,Yes
10.88,76.88,2014-11-27 06:51:47,Clear,25,Bike,Yes
11.14,77.07,1998-03-05 17:05:22,Rainy,29,Auto-rickshaw,No
10.87,76.85,2010-09-27 13:04:00,Foggy,77,Auto-rickshaw,Yes
10.86,77.13,2009-11-04 19:41:05,Rainy,51,Bike,No
11.04,76.91,2017-01-27 09:57:07,Rainy,55,Auto-rickshaw,No
10.89,77.13,1997-07-02 16:18:09,Foggy,29,Bike,No
10.92,77.07,2011-09-20 06:47:44,Foggy,59,Bike,No
11.14,77.17,2023-07-01 08:37:09,Rainy,18,Truck,No
11.14,76.99,2016-08-14 21:47:38,Windy,68,Truck,Yes
10.94,76.97,2021-05-22 10:17:54,Stormy,54,Auto-rickshaw,Yes
10.89,77.06,2000-08-06 05:51:57,Foggy,45,Bike,Yes
11.13,76.81,2000-10-24 14:06:12,Rainy,54,Bike,Yes
11.04,77.18,1998-06-29 01:20:25,Windy,36,Auto-rickshaw,No
10.9,77.0,1992-05-08 06:40:33,Rainy,26,Truck,Yes
10.98,77.16,2002-06-15 20:17:24,Foggy,70,Truck,No
10.85,76.82,2017-12-22 13:35:23,Stormy,76,Truck,No
11.04,76.93,1996-05-21 21:22:26,Clear,34,Truck,Yes
10.87,77.1,1992-08-04 12:28:46,Foggy,24,Auto-rickshaw,No
10.91,76.85,1998-09-07 09:23:48,Stormy,77,Auto-rickshaw,No
11.18,77.02,2012-07-12 08:27:16,Foggy,62,Truck,No
10.87,77.12,1997-10-05 00:56:02,Stormy,41,Bike,No
10.95,76.83,1991-05-10 07:59:19,Foggy,27,Truck,No
10.89,76.86,1996-06-23 18:23:16,Rainy,56,Bus,Yes
10.84,77.07,2006-02-18 12:17:12,Foggy,43,Car,Yes
11.19,77.17,2015-04-30 12:06:28,Windy,68,Auto-rickshaw,No
11.03,76.95,2009-08-12 02:12:07,Foggy,64,Auto-rickshaw,No
10.92,76.96,1994-04-02 08:19:14,Foggy,57,Auto-rickshaw,Yes
10.94,77.16,2007-10-05 23:52:45,Foggy,60,Bike,No
11.04,76.83,2013-11-17 05:05:04,Clear,78,Bus,Yes
10.97,76.89,2003-03-15 07:27:52,Windy,71,Auto-rickshaw,No
11.15,76.88,1997-03-08 08:29:16,Rainy,43,Bike,Yes
11.04,76.9,2016-07-02 04:53:12,Windy,41,Car,No
10.82,76.81,2013-02-26 07:30:43,Windy,76,Bus,No
10.98,77.11,1998-01-28 15:09:36,Clear,79,Auto-rickshaw,Yes
10.92,76.97,2024-05-03 14:32:10,Stormy,62,Bus,No
10.99,76.87,2018-03-09 08:39:46,Rainy,18,Car,Yes
10.91,77.14,2005-02-02 14:11:46,Foggy,34,Auto-rickshaw,No
11.12,76.89,1999-05-14 07:30:01,Foggy,68,Bike,Yes
11.13,77.05,2000-12-31 14:06:55,Windy,22,Bike,Yes
10.83,77.04,2018-03-06 15:38:57,Windy,55,Car,No
11.13,77.0,2020-04-05 13:25:35,Stormy,62,Car,No
10.89,76.94,2018-08-16 12:56:44,Foggy,72,Truck,No
11.05,76.89,2021-02-17 00:42:12,Rainy,35,Bus,No
10.82,76.8,2003-02-25 22:59:53,Foggy,37,Truck,Yes
11.07,77.12,2004-03-23 09:08:09,Stormy,39,Bike,Yes
11.02,77.01,2002-08-24 10:35:40,Rainy,69,Bike,Yes
10.98,76.86,1998-12-16 14:05:18,Clear,37,Truck,Yes
11.06,77.02,2015-03-08 02:17:15,Foggy,33,Truck,No
11.19,76.87,2021-04-12 12:50:43,Windy,24,Bus,No
11.04,76.88,2019-06-18 13:40:39,Rainy,30,Car,No
11.06,76.83,2000-06-28 13:28:00,Rainy,26,Truck,No
11.14,76.88,1997-11-17 19:38:39,Windy,18,Bus,No
11.02,77.18,2012-04-11 21:44:11,Stormy,32,Auto-rickshaw,No
11.08,77.19,1991-10-03 14:40:44,Foggy,52,Bus,Yes
10.9,77.16,1992-08-04 12:28:46,Stormy,31,Truck,Yes
10.85,77.09,2022-01-25 04:12:27,Stormy,53,Auto-rickshaw,Yes
10.88,77.19,1994-07-31 22:17:15,Foggy,43,Car,No
11.09,76.95,1991-05-10 07:59:19,Stormy,79,Bike,Yes
10.94,77.13,2013-11-18 01:28:43,Windy,47,Bus,No
10.83,76.81,2015-04-30 12:06:28,Stormy,77,Bus,No
10.95,77.07,1996-10-19 21:25:39,Foggy,36,Truck,Yes
11.09,76.89,1997-02-20 10:08:49,Foggy,71,Car,Yes
10.89,77.17,2022-11-24 15:11:49,Foggy,75,Auto-rickshaw,No
10.99,76.85,2001-10-13 19:37:38,Windy,75,Truck,No
